age,income,loan_amount,loan_tenure,employment_type,cibil_score,existing_loans,education,loan_purpose,monthly_emi,emi_to_income,default
46,65906,99810,24,Salaried,507,1,Graduate,Education,4194.61,0.0636,0
41,15463,1228502,60,Salaried,559,2,Post-Graduate,Vehicle,20761.27,1.3426,1
42,178045,1627625,24,Self-Employed,562,0,Post-Graduate,Vehicle,68367.76,0.384,0
27,89694,1881278,48,Salaried,804,3,Graduate,Home,39461.15,0.44,0
34,166723,66375,48,Business,849,2,Under-Graduate,Business,1397.19,0.0084,0
35,83694,288117,12,Business,502,1,Under-Graduate,Business,24367.13,0.2911,0
27,35008,992722,48,Salaried,646,2,Graduate,Education,20928.83,0.5978,0
29,85474,1260213,36,Business,351,4,Under-Graduate,Vehicle,35342.57,0.4135,1
28,53185,152654,60,Salaried,892,1,Under-Graduate,Vehicle,2561.55,0.0482,0
43,102924,869407,60,Business,655,4,Graduate,Business,14645.28,0.1423,0
49,49980,1781009,24,Self-Employed,818,3,Under-Graduate,Education,74831.11,1.4972,1
38,37504,250798,48,Self-Employed,662,0,Graduate,Vehicle,5288.0,0.141,1
51,69970,182955,12,Salaried,344,2,Graduate,Education,15421.96,0.2204,0
50,31766,1035926,12,Salaried,677,2,Graduate,Home,87093.47,2.7417,0
59,131944,1803565,12,Salaried,711,4,Under-Graduate,Vehicle,151385.34,1.1473,0
55,108922,1818106,36,Salaried,441,4,Graduate,Vehicle,51157.39,0.4697,1
38,157767,124489,48,Salaried,557,0,Under-Graduate,Vehicle,2623.46,0.0166,1
62,163868,582669,12,Business,336,2,Graduate,Business,49220.21,0.3004,0
59,188615,194867,36,Self-Employed,344,0,Post-Graduate,Business,5460.78,0.029,0
37,160631,112999,60,Business,345,4,Under-Graduate,Vehicle,1906.12,0.0119,0
34,179211,362051,24,Self-Employed,864,4,Under-Graduate,Vehicle,15200.95,0.0848,0
51,135494,906899,48,Business,600,1,Under-Graduate,Home,19065.63,0.1407,0
44,23802,1927631,48,Business,587,4,Post-Graduate,Home,40646.42,1.7077,1
55,186277,743852,60,Business,568,4,Graduate,Education,12565.48,0.0675,1
64,49159,469627,48,Salaried,361,0,Post-Graduate,Education,9875.29,0.2009,0
54,26516,947156,48,Self-Employed,865,1,Graduate,Business,19995.33,0.7541,0
23,65492,1250182,48,Salaried,880,1,Graduate,Personal,26366.2,0.4026,0
57,44086,1520973,48,Salaried,541,2,Graduate,Home,31990.25,0.7256,1
63,128758,415213,36,Business,653,3,Graduate,Education,11694.82,0.0908,1
60,45480,594284,36,Self-Employed,370,2,Graduate,Home,16687.99,0.3669,0
46,198163,1826025,24,Self-Employed,712,2,Post-Graduate,Home,77002.62,0.3886,0
43,143023,1204258,48,Self-Employed,360,2,Under-Graduate,Personal,25359.59,0.1773,0
64,125195,395753,60,Self-Employed,751,1,Post-Graduate,Home,6664.74,0.0532,0
59,193838,559220,12,Salaried,692,0,Under-Graduate,Personal,47241.65,0.2437,0
35,53737,1040170,24,Salaried,828,4,Under-Graduate,Personal,43735.79,0.8139,1
24,24265,1783341,12,Self-Employed,604,1,Under-Graduate,Home,149647.86,6.1672,1
49,129165,1462210,12,Salaried,490,4,Post-Graduate,Home,123556.52,0.9566,1
42,134501,1880836,48,Self-Employed,377,4,Graduate,Education,39714.71,0.2953,1
45,85990,121325,60,Salaried,857,3,Graduate,Home,2041.74,0.0237,0
33,30386,1651794,12,Business,824,2,Under-Graduate,Home,138779.89,4.5672,0
38,119718,426570,12,Business,600,3,Graduate,Home,35984.6,0.3006,1
53,52425,1116105,24,Self-Employed,316,2,Graduate,Education,46844.93,0.8936,1
36,136635,627834,60,Self-Employed,873,1,Post-Graduate,Personal,10570.61,0.0774,0
62,189326,1368662,60,Salaried,733,4,Graduate,Education,22979.43,0.1214,0
64,68634,1892556,12,Self-Employed,342,3,Graduate,Home,159550.24,2.3247,1
22,193734,1510088,60,Self-Employed,367,1,Post-Graduate,Vehicle,25341.63,0.1308,0
55,101988,756376,24,Salaried,679,1,Graduate,Home,31891.03,0.3127,0
62,121337,672068,24,Self-Employed,511,2,Under-Graduate,Education,28346.62,0.2336,1
54,156215,1361016,24,Self-Employed,502,4,Post-Graduate,Education,57317.27,0.3669,1
50,161653,1166521,48,Business,408,2,Graduate,Business,24499.98,0.1516,1
33,82443,109980,12,Business,583,2,Graduate,Vehicle,9233.84,0.112,0
33,44424,893214,60,Business,524,1,Post-Graduate,Education,15025.01,0.3382,1
38,103844,215301,24,Self-Employed,417,2,Under-Graduate,Personal,9065.46,0.0873,0
52,56984,670670,12,Salaried,639,0,Post-Graduate,Home,56560.87,0.9926,0
52,56505,1152020,12,Business,580,4,Under-Graduate,Personal,96642.68,1.7103,1
55,117478,347180,48,Self-Employed,790,2,Post-Graduate,Education,7323.99,0.0623,0
59,77699,1607474,60,Business,318,2,Graduate,Education,27128.96,0.3492,1
49,173029,1358762,60,Salaried,474,3,Post-Graduate,Personal,22880.9,0.1322,0
49,171536,1924330,24,Salaried,768,4,Post-Graduate,Personal,80944.41,0.4719,0
64,129012,732527,24,Salaried,441,4,Under-Graduate,Business,30939.68,0.2398,1
36,169721,888099,12,Salaried,762,2,Post-Graduate,Home,74985.52,0.4418,0
64,188137,1717391,60,Salaried,597,0,Under-Graduate,Personal,29048.54,0.1544,1
30,49758,1181913,60,Salaried,769,3,Post-Graduate,Home,19890.93,0.3998,0
50,151668,1412188,24,Self-Employed,672,0,Graduate,Vehicle,59678.1,0.3935,1
45,31374,1171470,36,Business,767,2,Post-Graduate,Education,32781.47,1.0449,0
59,133686,496300,12,Salaried,737,4,Graduate,Personal,41775.87,0.3125,0
40,18775,637426,60,Business,742,4,Under-Graduate,Vehicle,10735.79,0.5718,1
25,42388,1383308,48,Business,755,0,Under-Graduate,Education,29116.92,0.6869,0
21,138800,899333,48,Self-Employed,547,1,Under-Graduate,Business,18958.61,0.1366,1
50,36029,460887,36,Salaried,441,2,Under-Graduate,Education,12905.93,0.3582,1
23,98981,1093228,24,Salaried,701,4,Post-Graduate,Personal,46183.74,0.4666,0
34,68639,1181614,24,Self-Employed,521,1,Post-Graduate,Vehicle,49788.52,0.7254,0
50,129010,1523437,24,Self-Employed,483,4,Post-Graduate,Vehicle,64378.02,0.499,0
24,160717,1761573,48,Self-Employed,663,4,Graduate,Vehicle,36944.91,0.2299,1
38,46105,968164,24,Self-Employed,487,1,Post-Graduate,Education,40820.88,0.8854,1
57,159740,419355,48,Self-Employed,412,0,Graduate,Home,8824.84,0.0552,0
45,162032,843354,36,Business,480,2,Graduate,Home,23681.28,0.1462,0
21,141519,1716561,12,Self-Employed,498,1,Post-Graduate,Education,144887.05,1.0238,1
35,157429,1274369,60,Salaried,369,1,Graduate,Personal,21421.28,0.1361,0
29,117739,500472,36,Salaried,897,4,Under-Graduate,Education,14018.42,0.1191,0
35,66796,826385,48,Self-Employed,784,1,Post-Graduate,Home,17431.99,0.261,1
44,30804,953649,36,Self-Employed,698,2,Post-Graduate,Education,26781.94,0.8694,1
24,142732,1954514,60,Self-Employed,850,0,Graduate,Vehicle,32855.83,0.2302,0
32,160698,250015,12,Self-Employed,309,0,Post-Graduate,Personal,21057.52,0.131,0
57,174204,1222914,60,Self-Employed,302,0,Post-Graduate,Personal,20595.83,0.1182,1
57,22951,1126419,48,Salaried,777,2,Graduate,Business,23758.73,1.0352,0
63,152521,1762982,60,Business,366,4,Post-Graduate,Education,29579.57,0.1939,0
26,34065,1056840,36,Self-Employed,396,2,Post-Graduate,Vehicle,29695.92,0.8717,1
59,116503,1031489,24,Self-Employed,830,1,Post-Graduate,Education,43482.16,0.3732,1
44,120072,415208,36,Self-Employed,617,3,Graduate,Business,11682.1,0.0973,0
31,155202,277997,48,Salaried,397,3,Post-Graduate,Business,5873.13,0.0378,1
33,104360,1224993,12,Salaried,356,3,Post-Graduate,Education,103137.77,0.9883,1
54,77287,1215161,60,Business,406,0,Post-Graduate,Education,20445.51,0.2645,0
45,197774,604634,12,Business,387,2,Under-Graduate,Education,50765.04,0.2567,0
27,183065,269356,48,Business,670,2,Post-Graduate,Home,5664.75,0.0309,0
24,177947,1483872,60,Business,674,0,Graduate,Business,24910.19,0.14,0
28,152126,948201,36,Salaried,351,1,Under-Graduate,Personal,26690.72,0.1755,1
40,122357,1725255,36,Business,340,3,Graduate,Home,48565.53,0.3969,0
49,194589,534600,48,Self-Employed,390,3,Post-Graduate,Vehicle,11250.47,0.0578,0
30,44670,1545318,60,Salaried,338,0,Post-Graduate,Personal,25982.73,0.5817,1
63,64112,1958151,36,Salaried,312,3,Post-Graduate,Personal,54809.2,0.8549,1
54,103388,1921795,48,Salaried,403,4,Under-Graduate,Personal,40588.32,0.3926,0
46,104156,870015,48,Self-Employed,342,2,Post-Graduate,Business,18378.69,0.1765,1
61,174379,1242211,12,Salaried,508,3,Graduate,Vehicle,104437.41,0.5989,1
23,62922,227132,36,Self-Employed,899,3,Under-Graduate,Home,6383.97,0.1015,1
26,108348,310609,60,Business,775,4,Graduate,Vehicle,5222.49,0.0482,0
25,94335,696231,36,Salaried,408,1,Graduate,Home,19504.96,0.2068,1
25,41312,819822,36,Self-Employed,858,1,Graduate,Business,22928.68,0.555,0
43,81985,739050,36,Salaried,513,4,Graduate,Vehicle,20764.77,0.2533,1
29,145744,1471953,48,Business,708,1,Graduate,Personal,30908.44,0.2121,0
55,115963,275784,24,Salaried,852,0,Post-Graduate,Vehicle,11568.79,0.0998,0
40,186349,64925,24,Business,376,4,Graduate,Business,2725.61,0.0146,0
62,46551,1840723,12,Salaried,394,2,Graduate,Business,154817.29,3.3258,1
55,104813,1181760,36,Self-Employed,568,2,Post-Graduate,Business,33228.56,0.317,0
38,116025,1699379,24,Business,660,2,Under-Graduate,Home,71399.07,0.6154,0
37,139342,249330,12,Salaried,829,3,Post-Graduate,Vehicle,21069.7,0.1512,0
44,191284,710715,48,Business,461,4,Under-Graduate,Personal,14940.87,0.0781,1
23,24637,1406789,36,Business,764,4,Graduate,Personal,39445.85,1.6011,1
52,58258,799695,60,Self-Employed,863,1,Post-Graduate,Education,13441.32,0.2307,0
55,181765,1199430,48,Self-Employed,847,4,Under-Graduate,Business,25207.56,0.1387,0
58,155896,890903,12,Self-Employed,486,4,Under-Graduate,Personal,74782.73,0.4797,0
33,144553,344849,48,Self-Employed,351,1,Post-Graduate,Business,7249.9,0.0502,0
45,41950,224981,60,Business,787,4,Post-Graduate,Personal,3801.54,0.0906,1
29,169560,269678,48,Business,830,4,Post-Graduate,Vehicle,5687.98,0.0335,0
24,142870,178501,12,Salaried,695,0,Post-Graduate,Education,15082.75,0.1056,0
34,15215,1214937,60,Salaried,391,1,Post-Graduate,Business,20401.64,1.3409,1
57,120603,1283387,60,Salaried,656,0,Graduate,Home,21613.59,0.1792,0
54,26523,257892,48,Self-Employed,443,3,Graduate,Home,5418.83,0.2043,1
31,83689,661561,60,Business,498,1,Post-Graduate,Personal,11165.79,0.1334,0
61,38834,1383961,48,Business,622,4,Post-Graduate,Vehicle,29257.86,0.7534,0
23,49474,1519206,36,Salaried,631,4,Graduate,Business,42768.24,0.8645,1
48,58066,100818,60,Salaried,563,0,Under-Graduate,Education,1692.0,0.0291,0
49,25400,201967,48,Business,516,0,Graduate,Vehicle,4246.8,0.1672,0
29,140211,404451,36,Self-Employed,855,3,Post-Graduate,Personal,11312.32,0.0807,1
23,25345,1292057,60,Salaried,733,3,Under-Graduate,Vehicle,21685.05,0.8556,1
45,48896,1547116,36,Salaried,759,4,Post-Graduate,Education,43290.42,0.8854,1
54,43899,1427640,60,Business,802,2,Under-Graduate,Vehicle,24007.42,0.5469,0
32,43229,496771,12,Business,768,3,Post-Graduate,Business,41778.51,0.9664,0
62,20583,168642,12,Salaried,665,4,Graduate,Personal,14194.09,0.6896,0
29,150969,1426173,48,Salaried,538,3,Post-Graduate,Education,30010.28,0.1988,0
35,86537,859121,24,Self-Employed,880,1,Graduate,Personal,36265.47,0.4191,0
60,150639,245428,12,Self-Employed,860,0,Under-Graduate,Business,20612.78,0.1368,1
45,89807,1846947,24,Self-Employed,695,4,Graduate,Education,77570.33,0.8637,0
25,144648,451468,36,Self-Employed,694,3,Under-Graduate,Education,12689.87,0.0877,1
31,127652,867276,36,Salaried,374,0,Post-Graduate,Personal,24366.39,0.1909,1
54,159401,145687,24,Salaried,397,2,Graduate,Vehicle,6118.55,0.0384,0
44,86792,1597334,48,Salaried,682,3,Under-Graduate,Vehicle,33735.99,0.3887,0
35,146300,1908373,60,Self-Employed,669,4,Under-Graduate,Home,32105.48,0.2194,0
58,52052,1759962,24,Salaried,584,1,Under-Graduate,Home,74044.88,1.4225,1
28,61032,1983311,24,Business,555,0,Under-Graduate,Education,83478.43,1.3678,0
25,48686,340667,24,Self-Employed,608,0,Post-Graduate,Personal,14327.26,0.2943,0
46,91981,564513,24,Business,475,1,Post-Graduate,Education,23787.45,0.2586,0
38,113802,1240130,24,Self-Employed,527,4,Post-Graduate,Personal,52183.92,0.4586,0
26,148881,162105,48,Salaried,646,2,Under-Graduate,Business,3407.0,0.0229,0
57,187857,1933896,12,Self-Employed,641,1,Post-Graduate,Home,163447.08,0.8701,0
33,182619,1736748,60,Business,538,2,Under-Graduate,Education,29213.15,0.16,0
48,57818,1729832,12,Self-Employed,649,4,Under-Graduate,Business,145952.76,2.5243,1
25,115422,1935118,24,Business,754,3,Under-Graduate,Vehicle,81400.76,0.7052,1
33,86927,1844580,12,Salaried,740,3,Graduate,Home,155297.27,1.7865,1
37,94465,1492285,48,Business,887,4,Post-Graduate,Personal,31357.66,0.332,0
60,128221,1547986,36,Salaried,814,2,Post-Graduate,Vehicle,43555.86,0.3397,0
52,52333,1704865,12,Business,380,1,Graduate,Vehicle,143892.03,2.7495,1
49,141457,89767,60,Salaried,660,4,Graduate,Business,1506.37,0.0106,0
23,31576,603838,48,Business,587,4,Graduate,Education,12670.14,0.4013,1
60,134875,1622837,36,Salaried,307,3,Graduate,Education,45725.83,0.339,1
54,54405,1243481,48,Salaried,386,1,Under-Graduate,Business,26270.44,0.4829,1
60,109000,1232618,24,Salaried,585,3,Post-Graduate,Vehicle,51918.08,0.4763,0
47,46601,1721179,36,Business,698,2,Post-Graduate,Home,48325.83,1.037,1
33,82946,145494,60,Business,373,2,Post-Graduate,Vehicle,2457.48,0.0296,0
53,67116,1090016,36,Salaried,738,0,Under-Graduate,Business,30515.01,0.4547,0
26,119186,1750288,60,Self-Employed,422,4,Post-Graduate,Vehicle,29524.85,0.2477,1
44,77894,950287,24,Salaried,676,1,Graduate,Vehicle,40016.32,0.5137,1
39,180707,1181257,60,Self-Employed,442,1,Post-Graduate,Vehicle,19940.82,0.1103,0
36,22465,1986497,48,Salaried,457,3,Post-Graduate,Vehicle,41671.64,1.855,1
60,71754,754537,12,Business,729,3,Under-Graduate,Home,63607.85,0.8865,1
48,107850,966978,48,Self-Employed,747,1,Graduate,Personal,20373.14,0.1889,0
53,124765,1350987,48,Business,709,3,Graduate,Personal,28530.42,0.2287,0
61,107691,766861,36,Self-Employed,670,0,Graduate,Education,21563.85,0.2002,0
33,53871,603188,24,Self-Employed,408,4,Post-Graduate,Personal,25484.73,0.4731,1
63,44511,64126,12,Self-Employed,335,0,Graduate,Personal,5418.97,0.1217,1
45,95960,1734062,60,Self-Employed,389,2,Graduate,Personal,29192.01,0.3042,0
62,194893,1824626,36,Business,714,1,Post-Graduate,Vehicle,51080.0,0.2621,0
56,80776,1841680,24,Self-Employed,595,0,Under-Graduate,Vehicle,77651.29,0.9613,1
47,59462,391447,12,Salaried,345,0,Post-Graduate,Home,33075.57,0.5562,1
58,47574,266651,48,Salaried,787,3,Under-Graduate,Vehicle,5595.73,0.1176,0
27,117072,379205,24,Self-Employed,469,3,Under-Graduate,Vehicle,15979.0,0.1365,1
25,187982,1590856,24,Business,445,3,Graduate,Personal,66791.09,0.3553,1
63,171258,66978,24,Business,719,2,Graduate,Home,2809.98,0.0164,0
51,168885,1679208,48,Self-Employed,872,0,Post-Graduate,Home,35414.86,0.2097,0
43,93282,1407368,60,Business,302,4,Under-Graduate,Personal,23745.79,0.2546,0
62,124779,1361775,36,Business,893,3,Post-Graduate,Personal,38268.61,0.3067,0
30,33557,125582,60,Business,562,2,Graduate,Home,2121.97,0.0632,0
52,174132,1331035,12,Self-Employed,620,2,Under-Graduate,Business,111733.8,0.6417,0
63,87104,655502,36,Salaried,875,3,Graduate,Personal,18345.75,0.2106,0
50,152152,488092,12,Salaried,545,1,Graduate,Personal,41238.53,0.271,1
59,159926,1610155,48,Salaried,888,0,Graduate,Home,33909.21,0.212,0
51,137013,797520,60,Salaried,776,3,Under-Graduate,Business,13410.86,0.0979,0
38,173097,1992962,24,Salaried,558,4,Under-Graduate,Business,84104.49,0.4859,1
56,199054,1661589,36,Business,392,0,Graduate,Education,46806.96,0.2351,0
22,56081,448471,24,Business,832,2,Under-Graduate,Business,18918.25,0.3373,0
34,150440,518163,12,Business,873,4,Graduate,Personal,43753.08,0.2908,0
33,134181,889812,24,Self-Employed,638,0,Graduate,Vehicle,37409.95,0.2788,0
49,42094,820008,24,Business,559,4,Graduate,Home,34477.0,0.819,1
32,192112,627621,48,Salaried,536,2,Under-Graduate,Personal,13256.76,0.069,0
59,81766,354603,48,Business,440,3,Post-Graduate,Home,7474.67,0.0914,0
22,98053,952950,60,Salaried,779,4,Post-Graduate,Business,16019.38,0.1634,0
52,170063,1884774,12,Business,878,3,Under-Graduate,Home,158797.66,0.9338,1
33,16301,348307,48,Salaried,649,2,Under-Graduate,Personal,7346.25,0.4507,0
47,174682,1263619,48,Business,869,2,Graduate,Vehicle,26548.84,0.152,0
61,96463,1588563,60,Salaried,429,4,Graduate,Personal,26797.05,0.2778,1
37,180750,1819085,36,Salaried,836,4,Post-Graduate,Education,50884.75,0.2815,0
60,39466,1094654,60,Self-Employed,310,2,Graduate,Home,18412.03,0.4665,0
51,186947,1445450,24,Business,556,4,Post-Graduate,Personal,60966.86,0.3261,0
54,41081,331620,24,Salaried,668,4,Post-Graduate,Business,13926.81,0.339,1
44,39354,1429300,48,Business,693,4,Under-Graduate,Business,30030.73,0.7631,0
55,108297,1350407,48,Salaried,892,4,Under-Graduate,Personal,28527.14,0.2634,1
26,33300,942008,60,Self-Employed,718,0,Under-Graduate,Education,15893.03,0.4773,0
39,79384,398737,60,Self-Employed,318,2,Post-Graduate,Home,6717.55,0.0846,1
50,110027,774410,12,Self-Employed,409,2,Under-Graduate,Education,65077.81,0.5915,1
27,136684,1305174,24,Self-Employed,736,1,Post-Graduate,Vehicle,54899.52,0.4017,0
30,75892,1596288,60,Salaried,804,3,Under-Graduate,Personal,26909.5,0.3546,0
61,50525,1994079,36,Business,333,1,Post-Graduate,Education,55832.05,1.105,0
52,172604,1737696,12,Self-Employed,587,4,Graduate,Vehicle,146354.72,0.8479,1
54,21464,1499299,60,Self-Employed,554,4,Graduate,Education,25240.07,1.1759,1
48,31562,1562185,48,Self-Employed,433,0,Post-Graduate,Vehicle,32891.77,1.0421,1
35,122392,717478,60,Business,798,0,Post-Graduate,Business,12048.21,0.0984,0
50,70514,231601,48,Salaried,696,0,Graduate,Business,4861.47,0.0689,0
57,128428,118682,48,Salaried,786,0,Post-Graduate,Personal,2508.89,0.0195,0
49,127564,1321585,24,Salaried,897,0,Post-Graduate,Education,55882.56,0.4381,0
42,123047,497392,24,Salaried,886,0,Graduate,Business,20936.43,0.1701,0
24,47634,1345129,60,Business,512,0,Post-Graduate,Home,22715.68,0.4769,0
40,15060,1452433,60,Business,649,0,Under-Graduate,Business,24500.89,1.6269,0
52,24269,1464780,36,Business,318,0,Graduate,Business,40999.23,1.6894,1
56,38065,709774,12,Self-Employed,418,2,Under-Graduate,Education,59688.38,1.5681,0
24,17895,1181606,12,Business,601,0,Post-Graduate,Vehicle,99380.98,5.5536,1
47,95859,1218936,60,Salaried,584,3,Post-Graduate,Home,20551.9,0.2144,0
37,158424,1970981,24,Business,526,0,Under-Graduate,Home,83068.62,0.5243,0
32,195809,709297,36,Self-Employed,806,4,Post-Graduate,Vehicle,19985.68,0.1021,0
42,119127,1921739,12,Salaried,800,4,Post-Graduate,Education,162266.89,1.3621,0
37,111426,1054366,60,Business,511,0,Under-Graduate,Business,17815.39,0.1599,1
30,178088,744025,24,Salaried,655,0,Post-Graduate,Vehicle,31437.96,0.1765,0
21,26962,517726,24,Salaried,786,4,Graduate,Home,21859.77,0.8108,0
42,48302,1604473,24,Business,620,3,Under-Graduate,Home,67484.18,1.3971,1
46,100382,985004,48,Business,522,1,Under-Graduate,Business,20694.49,0.2062,0
38,19011,1212936,24,Self-Employed,862,2,Under-Graduate,Business,51116.73,2.6888,0
34,144716,1362470,60,Business,490,4,Under-Graduate,Personal,22989.71,0.1589,1
49,34782,639306,36,Business,799,0,Graduate,Vehicle,17934.1,0.5156,1
32,135654,1092960,60,Business,794,2,Under-Graduate,Business,18466.22,0.1361,0
56,185797,1495819,24,Salaried,536,0,Under-Graduate,Personal,63240.2,0.3404,0
55,24196,1863768,36,Self-Employed,321,1,Post-Graduate,Education,52362.13,2.1641,1
32,58459,186817,12,Salaried,626,1,Under-Graduate,Home,15731.11,0.2691,0
27,102245,242803,12,Business,844,4,Post-Graduate,Vehicle,20510.6,0.2006,0
49,93863,1709848,60,Self-Employed,426,2,Under-Graduate,Education,28693.21,0.3057,1
31,138206,1992991,36,Business,664,2,Under-Graduate,Vehicle,55789.45,0.4037,0
53,116010,864883,60,Salaried,343,1,Graduate,Vehicle,14612.4,0.126,0
26,47769,405887,36,Salaried,818,0,Post-Graduate,Business,11418.58,0.239,0
35,122529,907906,36,Business,427,4,Graduate,Personal,25475.2,0.2079,0
52,39700,1815472,60,Self-Employed,429,3,Post-Graduate,Vehicle,30683.71,0.7729,1
31,20269,1110726,36,Salaried,828,1,Under-Graduate,Education,31149.55,1.5368,0
43,136631,849838,24,Business,620,1,Graduate,Vehicle,35833.02,0.2623,0
46,58880,1249429,36,Business,485,4,Post-Graduate,Personal,35121.2,0.5965,1
54,129003,1287065,36,Business,647,0,Post-Graduate,Home,36045.07,0.2794,0
54,154392,952479,60,Self-Employed,780,2,Graduate,Vehicle,16018.16,0.1037,0
49,64589,1988165,12,Business,886,1,Post-Graduate,Education,168049.66,2.6018,0
24,50897,1641189,48,Business,660,4,Under-Graduate,Home,34471.64,0.6773,1
37,177002,249756,36,Salaried,586,4,Post-Graduate,Home,6993.95,0.0395,1
55,29380,1979423,48,Business,481,4,Under-Graduate,Business,41677.72,1.4186,1
33,85934,1606339,36,Self-Employed,750,2,Post-Graduate,Business,44952.28,0.5231,0
61,70830,1827405,60,Business,396,1,Graduate,Vehicle,30886.86,0.4361,0
59,20529,67669,60,Self-Employed,862,4,Under-Graduate,Education,1136.28,0.0553,0
35,109598,963817,36,Business,613,2,Post-Graduate,Business,27088.74,0.2472,0
49,97987,384154,60,Business,845,0,Under-Graduate,Personal,6463.38,0.066,0
49,64178,1604775,60,Business,320,3,Graduate,Personal,27103.82,0.4223,1
31,153009,257836,36,Self-Employed,875,1,Post-Graduate,Home,7245.06,0.0474,0
52,136952,1590866,12,Salaried,796,2,Post-Graduate,Home,133884.97,0.9776,1
22,54886,182915,36,Self-Employed,702,3,Under-Graduate,Home,5156.5,0.0939,0
34,64699,246681,12,Salaried,423,3,Graduate,Personal,20705.14,0.32,0
40,91396,625100,60,Self-Employed,418,2,Graduate,Business,10537.95,0.1153,1
42,105678,852491,12,Business,889,2,Post-Graduate,Business,72100.35,0.6823,0
31,40279,1446989,60,Business,776,2,Under-Graduate,Vehicle,24416.12,0.6062,0
47,184178,827150,12,Salaried,402,4,Post-Graduate,Education,69813.63,0.3791,1
23,125776,1270416,12,Salaried,632,0,Post-Graduate,Personal,106602.1,0.8476,1
37,116444,75395,36,Self-Employed,758,4,Under-Graduate,Home,2108.64,0.0181,0
64,121300,1380922,12,Self-Employed,429,3,Graduate,Education,115878.64,0.9553,1
48,128793,980777,60,Salaried,433,3,Post-Graduate,Home,16590.35,0.1288,0
49,131278,1328283,36,Salaried,456,3,Post-Graduate,Education,37443.9,0.2852,1
41,186616,821469,12,Self-Employed,724,2,Under-Graduate,Education,69102.95,0.3703,0
36,118247,1826984,36,Salaried,734,1,Under-Graduate,Business,51210.95,0.4331,0
57,23997,274839,48,Salaried,688,4,Post-Graduate,Vehicle,5770.95,0.2405,0
40,121102,1318458,36,Salaried,617,1,Graduate,Vehicle,36968.45,0.3053,0
26,100711,1726099,48,Salaried,804,0,Under-Graduate,Home,36311.05,0.3605,0
39,131045,1668374,48,Business,489,0,Post-Graduate,Personal,35206.25,0.2687,1
25,55860,1710809,36,Business,710,4,Graduate,Vehicle,48182.36,0.8626,0
23,18225,1341378,60,Salaried,351,3,Under-Graduate,Personal,22644.46,1.2425,0
21,125114,824456,60,Self-Employed,860,0,Under-Graduate,Home,13906.57,0.1112,0
58,128218,907081,60,Business,745,1,Post-Graduate,Personal,15315.29,0.1194,0
35,115764,943155,24,Self-Employed,743,1,Under-Graduate,Education,39801.96,0.3438,0
54,122041,577169,48,Self-Employed,681,2,Post-Graduate,Education,12152.19,0.0996,1
55,127224,882345,36,Business,673,3,Under-Graduate,Home,24741.58,0.1945,0
45,78656,1734724,60,Self-Employed,865,2,Graduate,Personal,29172.95,0.3709,1
44,197952,921217,60,Self-Employed,674,4,Graduate,Personal,15542.9,0.0785,0
32,91290,508253,36,Salaried,688,0,Under-Graduate,Home,14325.12,0.1569,0
38,71633,1947465,48,Salaried,778,2,Post-Graduate,Vehicle,41039.12,0.5729,0
35,41655,216415,36,Salaried,703,2,Under-Graduate,Business,6097.32,0.1464,0
64,136118,1554181,24,Business,892,4,Post-Graduate,Vehicle,65196.94,0.479,1
36,189673,521466,24,Salaried,767,1,Under-Graduate,Business,22016.45,0.1161,0
47,18114,1238304,36,Self-Employed,896,1,Graduate,Personal,34871.33,1.9251,0
28,41502,1366461,48,Self-Employed,804,4,Post-Graduate,Business,28807.42,0.6941,1
45,64768,197733,60,Self-Employed,382,1,Graduate,Business,3343.17,0.0516,1
37,63128,1982099,24,Self-Employed,618,4,Graduate,Personal,83544.04,1.3234,1
49,166100,865122,24,Self-Employed,366,1,Graduate,Education,36359.32,0.2189,1
28,98123,344977,48,Business,713,4,Under-Graduate,Business,7247.85,0.0739,0
35,123255,676854,24,Self-Employed,752,1,Post-Graduate,Home,28520.9,0.2314,0
47,181405,1169816,24,Business,497,2,Graduate,Vehicle,49435.48,0.2725,0
27,18174,681186,48,Self-Employed,558,2,Post-Graduate,Personal,14294.54,0.7865,0
23,132769,1438431,36,Business,597,1,Post-Graduate,Personal,40424.04,0.3045,1
49,50398,1024645,60,Business,579,4,Graduate,Business,17300.82,0.3433,0
64,182001,259304,60,Self-Employed,599,2,Under-Graduate,Education,4354.7,0.0239,1
44,150393,1924031,24,Self-Employed,428,0,Graduate,Education,80780.42,0.5371,1
23,138549,1925217,60,Self-Employed,797,1,Graduate,Vehicle,32398.76,0.2338,0
40,87635,405734,36,Self-Employed,737,0,Post-Graduate,Vehicle,11371.25,0.1298,0
35,38760,1971620,24,Salaried,591,0,Under-Graduate,Education,82834.27,2.1371,1
45,157432,1179098,60,Salaried,506,3,Post-Graduate,Education,19815.18,0.1259,1
50,156385,423798,12,Business,593,0,Under-Graduate,Education,35590.4,0.2276,1
34,145674,719800,12,Business,328,0,Graduate,Business,60688.56,0.4166,0
27,151873,169107,12,Salaried,478,3,Under-Graduate,Home,14267.01,0.0939,1
37,29130,451176,12,Business,340,3,Post-Graduate,Vehicle,38068.89,1.3069,1
64,160343,1121038,12,Self-Employed,769,3,Graduate,Personal,94457.07,0.5891,0
40,162147,1093423,24,Business,491,4,Under-Graduate,Education,46224.8,0.2851,1
